0.201343	0.070212	1.000000
-0.028379	0.081325	1.000000
0.126244	-0.029076	1.000000
0.270451	0.046565	1.000000
-0.157946	0.365705	1.000000
-0.124368	0.082529	1.000000
0.022608	-0.032753	1.000000
0.365689	-0.253611	1.000000
-0.885452	-0.093545	-1.000000
-0.119884	0.146406	1.000000
0.040508	-0.057758	1.000000
0.477774	-0.055504	1.000000
0.204293	0.803011	-1.000000
-0.005321	-0.015413	1.000000
0.024719	0.008567	1.000000
-0.004185	-0.978844	-1.000000
-0.339367	-0.558928	-1.000000
0.104183	-0.070955	1.000000
0.676172	-0.360443	-1.000000
-0.008271	0.045852	1.000000
-0.246929	0.246781	1.000000
-0.068438	-0.016615	1.000000
-0.194312	0.832325	-1.000000
-0.019627	0.026519	1.000000
0.319134	0.095603	1.000000
0.165657	-0.470950	1.000000
-0.367731	0.130664	1.000000
-0.490684	-0.108190	-1.000000
0.827022	0.321949	-1.000000
0.117538	-0.240792	1.000000
-0.559582	-0.478398	-1.000000
0.882900	0.427139	-1.000000
0.654363	-0.371772	-1.000000
-0.036836	0.203609	1.000000
0.487264	0.564405	-1.000000
0.709229	0.445385	-1.000000
0.660592	0.466301	-1.000000
-0.096919	0.790649	-1.000000
-0.449365	0.837036	-1.000000
-0.133719	-0.229124	1.000000
0.244834	0.940447	-1.000000
0.335055	0.468367	-1.000000
-0.067920	-0.055621	1.000000
-0.356151	0.117801	1.000000
0.534473	0.543052	-1.000000
-0.025584	0.021746	1.000000
-0.152893	-0.969937	-1.000000
-0.793939	-0.114349	-1.000000
0.259403	-0.094225	1.000000
-0.004402	0.370171	1.000000
-0.357459	-0.063319	1.000000
0.288463	-0.421563	-1.000000
0.125035	-0.063612	1.000000
0.673307	-0.574691	-1.000000
-0.086508	-0.384053	1.000000
0.103788	0.096036	1.000000
0.041311	-0.003682	1.000000
0.538887	-0.081089	-1.000000
-0.090637	-0.874346	-1.000000
0.403037	-0.438438	-1.000000
-0.184370	-0.694354	-1.000000
0.153214	0.205683	1.000000
-0.720122	0.005555	-1.000000
-0.031621	0.018420	1.000000
-0.248806	0.374171	1.000000
0.795746	-0.263151	-1.000000
0.214417	-0.063230	1.000000
0.853481	0.098170	-1.000000
0.884859	0.097807	-1.000000
-0.374976	-0.907635	-1.000000
0.004482	-0.733985	-1.000000
0.729692	-0.425529	-1.000000
-0.015602	0.008843	1.000000
0.347399	0.489643	-1.000000
0.037220	0.051096	1.000000
0.952568	0.174561	-1.000000
-0.296707	-0.211484	1.000000
0.002368	-0.332533	1.000000
-0.878466	-0.119385	-1.000000
-0.242374	0.499074	-1.000000
0.750094	0.041019	-1.000000
0.181910	0.253287	1.000000
-0.151498	0.488277	-1.000000
-0.015138	0.034944	1.000000
-0.777502	0.624890	-1.000000
0.437512	0.212074	1.000000
-0.787503	0.276121	-1.000000
-0.239170	0.278098	1.000000
-0.343861	-0.109583	1.000000
0.396019	-0.107457	1.000000
0.352427	-0.632316	-1.000000
0.078670	0.089131	1.000000
-0.208930	-0.640661	-1.000000
-0.545481	-0.349025	-1.000000
0.089021	-0.840208	-1.000000
0.275128	-0.243070	1.000000
-0.728740	-0.665795	-1.000000
-0.204426	-0.104109	1.000000
0.397743	-0.396572	-1.000000
0.564167	0.617619	-1.000000

